1.00000e-04	2.78614e-27	6.40000e+01
2.00000e-04	1.95029e-11	6.40000e+01
3.00000e-04	7.24395e-11	6.40000e+01
4.00000e-04	1.75526e-10	6.39999e+01
5.00000e-04	3.45481e-10	6.39999e+01
6.00000e-04	5.99019e-10	6.39998e+01
7.00000e-04	9.52857e-10	6.39998e+01
8.00000e-04	1.42371e-09	6.39997e+01
9.00000e-04	2.02830e-09	6.39996e+01
1.00000e-03	2.78334e-09	6.39995e+01
1.10000e-03	3.70554e-09	6.39994e+01
1.20000e-03	4.81163e-09	6.39993e+01
1.30000e-03	6.11831e-09	6.39991e+01
1.40000e-03	7.64231e-09	6.39990e+01
1.50000e-03	9.40033e-09	6.39988e+01
1.60000e-03	1.14091e-08	6.39986e+01
1.70000e-03	1.36853e-08	6.39985e+01
1.80000e-03	1.62457e-08	6.39983e+01
1.90000e-03	1.91070e-08	6.39980e+01
2.00000e-03	2.22859e-08	6.39978e+01
2.10000e-03	2.57991e-08	6.39976e+01
2.20000e-03	2.96633e-08	6.39974e+01
2.30000e-03	3.38953e-08	6.39971e+01
2.40000e-03	3.85117e-08	6.39968e+01
2.50000e-03	4.35293e-08	6.39966e+01
2.60000e-03	4.89648e-08	6.39963e+01
2.70000e-03	5.48349e-08	6.39960e+01
2.80000e-03	6.11562e-08	6.39957e+01
2.90000e-03	6.79456e-08	6.39953e+01
3.00000e-03	7.52197e-08	6.39950e+01
3.10000e-03	8.29953e-08	6.39947e+01
3.20000e-03	9.12889e-08	6.39943e+01
3.30000e-03	1.00117e-07	6.39939e+01
3.40000e-03	1.09498e-07	6.39936e+01
3.50000e-03	1.19446e-07	6.39932e+01
3.60000e-03	1.29979e-07	6.39928e+01
3.70000e-03	1.41114e-07	6.39923e+01
3.80000e-03	1.52868e-07	6.39919e+01
3.90000e-03	1.65256e-07	6.39915e+01
4.00000e-03	1.78296e-07	6.39910e+01
4.10000e-03	1.92005e-07	6.39906e+01
4.20000e-03	2.06399e-07	6.39901e+01
4.30000e-03	2.21495e-07	6.39896e+01
4.40000e-03	2.37309e-07	6.39891e+01
4.50000e-03	2.53859e-07	6.39886e+01
4.60000e-03	2.71161e-07	6.39881e+01
4.70000e-03	2.89231e-07	6.39876e+01
4.80000e-03	3.08087e-07	6.39870e+01
4.90000e-03	3.27745e-07	6.39865e+01
5.00000e-03	3.48222e-07	6.39859e+01
5.10000e-03	3.69534e-07	6.39853e+01
5.20000e-03	3.91699e-07	6.39847e+01
5.30000e-03	4.14732e-07	6.39841e+01
5.40000e-03	4.38651e-07	6.39835e+01
5.50000e-03	4.63472e-07	6.39829e+01
5.60000e-03	4.89213e-07	6.39823e+01
5.70000e-03	5.15889e-07	6.39816e+01
5.80000e-03	5.43517e-07	6.39810e+01
5.90000e-03	5.72114e-07	6.39803e+01
6.00000e-03	6.01697e-07	6.39796e+01
6.10000e-03	6.32282e-07	6.39789e+01
6.20000e-03	6.63887e-07	6.39782e+01
6.30000e-03	6.96527e-07	6.39775e+01
6.40000e-03	7.30220e-07	6.39768e+01
6.50000e-03	7.64982e-07	6.39761e+01
6.60000e-03	8.00829e-07	6.39753e+01
6.70000e-03	8.37780e-07	6.39745e+01
6.80000e-03	8.75849e-07	6.39738e+01
6.90000e-03	9.15054e-07	6.39730e+01
7.00000e-03	9.55412e-07	6.39722e+01
7.10000e-03	9.96939e-07	6.39714e+01
7.20000e-03	1.03965e-06	6.39706e+01
7.30000e-03	1.08357e-06	6.39697e+01
7.40000e-03	1.12870e-06	6.39689e+01
7.50000e-03	1.17507e-06	6.39680e+01
7.60000e-03	1.22270e-06	6.39672e+01
7.70000e-03	1.27159e-06	6.39663e+01
7.80000e-03	1.32177e-06	6.39654e+01
7.90000e-03	1.37325e-06	6.39645e+01
8.00000e-03	1.42605e-06	6.39636e+01
8.10000e-03	1.48019e-06	6.39627e+01
8.20000e-03	1.53567e-06	6.39618e+01
8.30000e-03	1.59253e-06	6.39608e+01
8.40000e-03	1.65078e-06	6.39599e+01
8.50000e-03	1.71042e-06	6.39589e+01
8.60000e-03	1.77149e-06	6.39579e+01
8.70000e-03	1.83399e-06	6.39569e+01
8.80000e-03	1.89794e-06	6.39559e+01
8.90000e-03	1.96337e-06	6.39549e+01
