1.00000e-04		0.00000e+00		1.00000e-14
1.00010e+00		1.65690e-17		1.00000e-14
2.00010e+00		1.65723e-09		1.00000e-14
3.00010e+00		8.28549e-09		9.99998e-15
4.00010e+00		2.31986e-08		9.99994e-15
5.00010e+00		4.97101e-08		9.99987e-15
6.00010e+00		9.11339e-08		9.99978e-15
7.00010e+00		1.50783e-07		9.99966e-15
8.00010e+00		2.31972e-07		9.99952e-15
9.00010e+00		3.38012e-07		9.99935e-15
1.00001e+01		4.72217e-07		9.99915e-15
1.10001e+01		6.37900e-07		9.99893e-15
1.20001e+01		8.38372e-07		9.99869e-15
1.30001e+01		1.07695e-06		9.99842e-15
1.40001e+01		1.35693e-06		9.99812e-15
1.50001e+01		1.68164e-06		9.99780e-15
1.60001e+01		2.05439e-06		9.99745e-15
1.70001e+01		2.47848e-06		9.99707e-15
1.80001e+01		2.95722e-06		9.99668e-15
1.90001e+01		3.49393e-06		9.99625e-15
2.00001e+01		4.09191e-06		9.99580e-15
2.10001e+01		4.75447e-06		9.99532e-15
2.20001e+01		5.48491e-06		9.99482e-15
2.30001e+01		6.28655e-06		9.99429e-15
2.40001e+01		7.16268e-06		9.99374e-15
2.50001e+01		8.11661e-06		9.99316e-15
2.60001e+01		9.15165e-06		9.99256e-15
2.70001e+01		1.02711e-05		9.99192e-15
2.80001e+01		1.14783e-05		9.99127e-15
2.90001e+01		1.27764e-05		9.99059e-15
3.00001e+01		1.41689e-05		9.98988e-15
3.10001e+01		1.56590e-05		9.98915e-15
3.20001e+01		1.72500e-05		9.98839e-15
3.30001e+01		1.89452e-05		9.98760e-15
3.40001e+01		2.07479e-05		9.98679e-15
3.50001e+01		2.26614e-05		9.98596e-15
3.60001e+01		2.46889e-05		9.98510e-15
3.70001e+01		2.68339e-05		9.98421e-15
3.80001e+01		2.90995e-05		9.98330e-15
3.90001e+01		3.14891e-05		9.98236e-15
4.00001e+01		3.40059e-05		9.98140e-15
4.10001e+01		3.66533e-05		9.98041e-15
4.20001e+01		3.94344e-05		9.97939e-15
4.30001e+01		4.23527e-05		9.97835e-15
4.40001e+01		4.54113e-05		9.97729e-15
4.50001e+01		4.86136e-05		9.97620e-15
4.60001e+01		5.19629e-05		9.97508e-15
4.70001e+01		5.54623e-05		9.97394e-15
4.80001e+01		5.91153e-05		9.97277e-15
4.90001e+01		6.29250e-05		9.97158e-15
5.00001e+01		6.68948e-05		9.97036e-15
5.10001e+01		7.10278e-05		9.96912e-15
5.20001e+01		7.53274e-05		9.96785e-15
5.30001e+01		7.97969e-05		9.96655e-15
5.40001e+01		8.44395e-05		9.96523e-15
5.50001e+01		8.92584e-05		9.96388e-15
5.60001e+01		9.42569e-05		9.96251e-15
5.70001e+01		9.94384e-05		9.96112e-15
5.80001e+01		1.04806e-04		9.95970e-15
5.90001e+01		1.10363e-04		9.95825e-15
6.00001e+01		1.16113e-04		9.95678e-15
6.10001e+01		1.22058e-04		9.95528e-15
6.20001e+01		1.28203e-04		9.95375e-15
6.30001e+01		1.34550e-04		9.95221e-15
6.40001e+01		1.41102e-04		9.95063e-15
6.50001e+01		1.47864e-04		9.94903e-15
6.60001e+01		1.54838e-04		9.94741e-15
6.70001e+01		1.62027e-04		9.94576e-15
6.80001e+01		1.69434e-04		9.94408e-15
6.90001e+01		1.77064e-04		9.94238e-15
7.00001e+01		1.84918e-04		9.94066e-15
7.10001e+01		1.93001e-04		9.93891e-15
7.20001e+01		2.01315e-04		9.93713e-15
7.30001e+01		2.09864e-04		9.93533e-15
7.40001e+01		2.18650e-04		9.93350e-15
7.50001e+01		2.27678e-04		9.93165e-15
7.60001e+01		2.36951e-04		9.92978e-15
7.70001e+01		2.46470e-04		9.92788e-15
7.80001e+01		2.56241e-04		9.92595e-15
7.90001e+01		2.66266e-04		9.92400e-15
8.00001e+01		2.76547e-04		9.92202e-15
8.10001e+01		2.87089e-04		9.92002e-15
8.20001e+01		2.97895e-04		9.91799e-15
8.30001e+01		3.08967e-04		9.91594e-15
8.40001e+01		3.20310e-04		9.91386e-15
8.50001e+01		3.31925e-04		9.91176e-15
8.60001e+01		3.43817e-04		9.90964e-15
8.70001e+01		3.55988e-04		9.90748e-15
8.80001e+01		3.68442e-04		9.90531e-15
8.90001e+01		3.81182e-04		9.90311e-15
9.00001e+01		3.94211e-04		9.90088e-15
9.10001e+01		4.07532e-04		9.89863e-15
9.20001e+01		4.21148e-04		9.89635e-15
9.30001e+01		4.35063e-04		9.89405e-15
9.40001e+01		4.49280e-04		9.89173e-15
9.50001e+01		4.63801e-04		9.88938e-15
9.60001e+01		4.78631e-04		9.88700e-15
9.70001e+01		4.93771e-04		9.88461e-15
9.80001e+01		5.09226e-04		9.88218e-15
9.90001e+01		5.24998e-04		9.87973e-15
1.00000e+02		5.41090e-04		9.87726e-15
1.01000e+02		5.57507e-04		9.87476e-15
1.02000e+02		5.74250e-04		9.87224e-15
1.03000e+02		5.91323e-04		9.86969e-15
1.04000e+02		6.08729e-04		9.86712e-15
1.05000e+02		6.26471e-04		9.86452e-15
1.06000e+02		6.44552e-04		9.86190e-15
1.07000e+02		6.62976e-04		9.85926e-15
1.08000e+02		6.81745e-04		9.85659e-15
1.09000e+02		7.00863e-04		9.85389e-15
1.10000e+02		7.20333e-04		9.85117e-15
1.11000e+02		7.40157e-04		9.84843e-15
1.12000e+02		7.60339e-04		9.84566e-15
1.13000e+02		7.80882e-04		9.84287e-15
1.14000e+02		8.01789e-04		9.84006e-15
1.15000e+02		8.23064e-04		9.83722e-15
1.16000e+02		8.44708e-04		9.83435e-15
1.17000e+02		8.66726e-04		9.83146e-15
1.18000e+02		8.89120e-04		9.82855e-15
1.19000e+02		9.11893e-04		9.82561e-15
1.20000e+02		9.35049e-04		9.82265e-15
1.21000e+02		9.58590e-04		9.81967e-15
1.22000e+02		9.82520e-04		9.81666e-15
1.23000e+02		1.00684e-03		9.81362e-15
1.24000e+02		1.03156e-03		9.81057e-15
1.25000e+02		1.05667e-03		9.80749e-15
1.26000e+02		1.08219e-03		9.80438e-15
1.27000e+02		1.10810e-03		9.80125e-15
1.28000e+02		1.13443e-03		9.79810e-15
1.29000e+02		1.16116e-03		9.79492e-15
1.30000e+02		1.18831e-03		9.79172e-15
1.31000e+02		1.21587e-03		9.78849e-15
1.32000e+02		1.24386e-03		9.78524e-15
1.33000e+02		1.27226e-03		9.78197e-15
1.34000e+02		1.30109e-03		9.77868e-15
1.35000e+02		1.33034e-03		9.77536e-15
1.36000e+02		1.36003e-03		9.77201e-15
1.37000e+02		1.39015e-03		9.76864e-15
1.38000e+02		1.42071e-03		9.76525e-15
1.39000e+02		1.45170e-03		9.76184e-15
1.40000e+02		1.48314e-03		9.75840e-15
1.41000e+02		1.51503e-03		9.75494e-15
1.42000e+02		1.54736e-03		9.75145e-15
1.43000e+02		1.58015e-03		9.74794e-15
1.44000e+02		1.61339e-03		9.74441e-15
1.45000e+02		1.64708e-03		9.74086e-15
1.46000e+02		1.68124e-03		9.73728e-15
1.47000e+02		1.71586e-03		9.73367e-15
1.48000e+02		1.75095e-03		9.73005e-15
1.49000e+02		1.78650e-03		9.72640e-15
1.50000e+02		1.82253e-03		9.72273e-15
1.51000e+02		1.85903e-03		9.71903e-15
1.52000e+02		1.89601e-03		9.71531e-15
1.53000e+02		1.93347e-03		9.71157e-15
1.54000e+02		1.97142e-03		9.70780e-15
1.55000e+02		2.00985e-03		9.70402e-15
1.56000e+02		2.04877e-03		9.70021e-15
1.57000e+02		2.08818e-03		9.69637e-15
